LineId,DateTime,Name,message
392,"[2/14/18, 6:33:40 AM",Tejaswini, Who r they
393,"[2/14/18, 7:05:18 AM",Divya, Mana senior undedhi kadha
394,"[2/14/18, 7:05:20 AM",Divya, Nithya
395,"[2/14/18, 7:05:33 AM",Divya, Neetho jil table cheppinchindhi
396,"[2/14/18, 7:25:01 AM",Tejaswini, Thanu commited kadha evarithono
397,"[2/14/18, 7:25:32 AM",Divya, Hmm Adhi break up tho
398,"[2/14/18, 7:25:46 AM",Divya, Tarwatha varenya gurthunnada
399,"[2/14/18, 7:26:23 AM",Tejaswini, Ya Adhey varennya tho relation lo unde  last lo aa pille kadha
400,"[2/14/18, 7:27:08 AM",Divya, Haaa
401,"[2/14/18, 7:27:11 AM",Divya, Thane
402,"[2/14/18, 7:27:30 AM",Divya, Last ki evarno Pelli cheskunnadhi
403,"[2/14/18, 7:27:50 AM",Divya, Asala varenya ni cheskuntadhi anukunnam
404,"[2/14/18, 7:28:23 AM",Tejaswini, Adhey kadha varenya luks pretty thanu this guy
405,"[2/14/18, 7:28:54 AM",Divya, Yaaa...
406,"[2/14/18, 7:29:28 AM",Divya, Mundhu v<NASCII>adu antha bagodu kani Varenya tho pair bavundedhi
407,"[2/14/18, 7:32:28 AM",Tejaswini, Yaaa
408,"[2/14/18, 7:32:31 AM",Tejaswini, Anthey
409,"[2/14/18, 7:32:50 AM",Divya, Hmm
410,"[2/14/18, 7:32:52 AM",Divya, Inka
411,"[2/14/18, 7:32:56 AM",Divya, Wat dng
412,"[2/14/18, 7:35:16 AM",Tejaswini, Lechane juz
413,"[2/14/18, 7:35:21 AM",Divya, Hmm
414,"[2/14/18, 7:35:26 AM",Divya, Clg undha
415,"[2/14/18, 7:37:33 AM",Tejaswini, Ya pabbi
416,"[2/14/18, 7:37:54 AM",Divya, Hmm Assignment emaindhi
417,"[2/18/18, 12:28:08 PM",Divya, Emi chechi papa
418,"[2/18/18, 1:06:55 PM",Tejaswini, Chicken vanduthunna
419,"[2/18/18, 1:06:58 PM",Tejaswini, Wbu
420,"[2/18/18, 1:07:31 PM",Divya, Nthng ma
421,"[2/18/18, 1:07:47 PM",Divya, Abt to sleep
422,"[2/18/18, 1:08:31 PM",Tejaswini, Appude
423,"[2/18/18, 1:08:33 PM",Tejaswini, Y
424,"[2/18/18, 1:08:38 PM",Tejaswini, Ramesh unnara
425,"[2/18/18, 1:08:48 PM",Divya, Its 11.40 ma
426,"[2/18/18, 1:08:57 PM",Divya, Haa..unnaru
427,"[2/18/18, 1:09:09 PM",Tejaswini, <NASCII>image omitted
428,"[2/18/18, 1:09:16 PM",Divya, Chittodini bojjo pedthunnaru
429,"[2/18/18, 1:09:18 PM",Tejaswini, Gurthunvachinda
430,"[2/18/18, 1:09:22 PM",Tejaswini, Hahahah
431,"[2/18/18, 1:09:26 PM",Tejaswini, Vadu bajjunada
432,"[2/18/18, 1:09:36 PM",Divya, Inka ledhe
433,"[2/18/18, 1:09:42 PM",Divya, Evaru ame
434,"[2/18/18, 1:09:45 PM",Tejaswini, Pabbi I<NASCII>m cmng on 9th 24 th varaku unta
435,"[2/18/18, 1:09:48 PM",Tejaswini, Vasa
436,"[2/18/18, 1:10:04 PM",Divya, Ohh.. Vasa ki pelli aipoindhhaaa
437,"[2/18/18, 1:10:14 PM",Tejaswini, Engagement pelli march lo
438,"[2/18/18, 1:10:27 PM",Divya, Okay..anantapur lone untaava
439,"[2/18/18, 1:10:33 PM",Tejaswini, Ya mostly
440,"[2/18/18, 1:10:42 PM",Divya, Okk
441,"[2/18/18, 1:10:49 PM",Tejaswini, Inkoncham 2 days lo pakka schedule cheptha
442,"[2/18/18, 1:10:55 PM",Divya, Ok ma
443,"[2/18/18, 1:11:04 PM",Tejaswini, K gudnyt
444,"[2/18/18, 1:11:09 PM",Tejaswini, Repu matladtha paduko
445,"[2/18/18, 1:11:14 PM",Divya, Teja iphone x entha padthundhi akkada
446,"[2/18/18, 1:19:23 PM",Tejaswini, 70k
447,"[2/18/18, 1:19:40 PM",Divya, Ohh.. Ippudu series lo edhi best
448,"[2/18/18, 1:25:33 PM",Tejaswini, Wait chusi cheptah
449,"[2/18/18, 1:25:42 PM",Divya, Ok
450,"[2/18/18, 1:27:37 PM",Tejaswini, 45k 7 plus 32gb
451,"[2/18/18, 1:28:03 PM",Tejaswini, 52k 7plus 128gb
452,"[2/18/18, 1:28:31 PM",Divya, 7 plus better
453,"[2/18/18, 1:29:27 PM",Tejaswini, 54k 8 plus 64 gb
454,"[2/18/18, 9:22:36 PM",Divya, Seminar ka dress code
455,"[2/18/18, 9:50:29 PM",Tejaswini, Career fair ki
456,"[2/18/18, 11:56:42 PM",Divya, Ohhhhh
457,"[2/19/18, 4:55:26 AM",Divya, Teja.. Vipanchi ki mrg aipoyi papa kuda puttindhi antane
458,"[2/19/18, 6:45:30 AM",Tejaswini, Evaritho
459,"[2/19/18, 6:54:32 AM",Divya, Ajay thone anta
460,"[2/20/18, 5:08:51 AM",Divya, <NASCII>image omitted
461,"[2/20/18, 8:34:00 AM",Divya, <NASCII>Missed voice call
462,"[2/20/18, 8:41:31 AM",Tejaswini, Papa I will cal u in my evening I have xam now reading
463,"[2/20/18, 8:41:49 AM",Divya, K ma Study well
464,"[2/21/18, 8:38:48 AM",Divya, <NASCII>image omitted
465,"[2/21/18, 8:45:22 AM",Divya, Ento mana batch abbayilu started marriages
466,"[2/22/18, 10:16:05 AM",Divya, Papa.. Nee india plan from 4th to 24 ahh
467,"[2/22/18, 10:28:51 AM",Tejaswini, No 7th ante 9 th vasthay
468,"[2/22/18, 10:28:59 AM",Tejaswini, Vastha indiaki *
469,"[2/22/18, 10:33:36 AM",Divya, Okk.. Eppati varaku untav
470,"[2/22/18, 10:43:06 AM",Tejaswini, 24th
471,"[2/22/18, 10:44:10 AM",Divya, Okk.. Nenu eh dates lo plan cheskunte better.. Ante nuv stamping ki adhi kani velthava
472,"[2/22/18, 10:44:33 AM",Tejaswini, 14th ala
473,"[2/22/18, 10:44:45 AM",Divya, K ne..Em dng
474,"[2/22/18, 10:46:56 AM",Tejaswini, Edho project ki research chesthuna
475,"[2/25/18, 8:05:46 AM",Divya, <NASCII>image omitted
476,"[2/25/18, 9:07:51 AM",Divya, <NASCII>image omitted
477,"[2/25/18, 9:11:39 AM",Tejaswini, <NASCII>
478,"[2/26/18, 1:19:37 PM",Divya, <NASCII>image omitted
479,"[2/27/18, 11:45:51 AM",Divya, <NASCII>video omitted
480,"[3/3/18, 2:38:08 AM",Divya, <NASCII>video omitted
481,"[3/3/18, 2:38:09 AM",Divya, <NASCII>video omitted
482,"[3/3/18, 2:38:24 AM",Divya, Naa koduku chudu..
483,"[3/3/18, 2:39:22 AM",Divya, <NASCII>image omitted
484,"[3/3/18, 2:39:22 AM",Divya, <NASCII>image omitted
485,"[3/3/18, 10:43:35 AM",Divya, <NASCII>Missed voice call
486,"[3/3/18, 10:44:35 AM",Tejaswini, Pabbi cal me
487,"[3/3/18, 12:56:19 PM",Divya, <NASCII>image omitted
488,"[3/4/18, 10:57:13 AM",Divya, Em dng
489,"[3/4/18, 11:13:44 AM",Tejaswini, Hii pabbi
490,"[3/4/18, 11:13:50 AM",Tejaswini, Chadiving
491,"[3/4/18, 11:18:41 AM",Divya, Y .. Xam ahh
492,"[3/4/18, 11:18:53 AM",Tejaswini, ya paps
493,"[3/4/18, 11:19:24 AM",Divya, Ohh...Gudd gud Keep gng<NASCII>
494,"[3/4/18, 11:19:39 AM",Tejaswini, em gud ooo
495,"[3/9/18, 5:09:52 AM",Divya, Hii ye
496,"[3/9/18, 4:51:43 PM",Tejaswini, Hii divya
497,"[3/9/18, 10:12:23 PM",Divya, Anantapur ki ochesava
498,"[3/9/18, 10:30:14 PM",Tejaswini, Ya ochesana
499,"[3/9/18, 10:34:37 PM",Divya, Avnaaa
500,"[3/9/18, 10:35:27 PM",Divya, iPhone amount transfer chestha.. Account no pettave
501,"[3/9/18, 11:44:54 PM",Tejaswini, Ya chesthane repu estha ok na
502,"[3/9/18, 11:45:03 PM",Tejaswini, Monday estha account details
503,"[3/9/18, 11:58:08 PM",Divya, Ok ne
504,"[3/10/18, 12:20:08 AM",Divya, <NASCII>Missed voice call
505,"[3/10/18, 12:19:04 AM",Divya, Teja
506,"[3/10/18, 12:24:01 AM",Divya, Memu flat teesukunname
507,"[3/10/18, 12:24:09 AM",Divya, 3bh
508,"[3/10/18, 12:24:31 AM",Divya, <NASCII>image omitted
509,"[3/12/18, 7:42:49 AM",Divya, Teja.. Nenu Wednesday anantapur ku osthunnane
510,"[3/12/18, 8:33:10 AM",Divya, <NASCII>Missed voice call
511,"[3/12/18, 6:47:23 PM",Tejaswini, Pabbi
512,"[3/12/18, 6:47:28 PM",Tejaswini, Super newss
513,"[3/12/18, 7:11:45 PM",Tejaswini, Ok vachesey na phone Available lo lekapothey 9440304625 ma amma num dheeniki cal cheyava
514,"[3/12/18, 11:13:06 PM",Divya, K ne
515,"[3/12/18, 11:13:06 PM",Divya, Nenu repu start avthanu.. Thursday mrng ki ostha akkadiki.. Prashanti ki teesukunna..
516,"[3/13/18, 12:04:20 AM",Tejaswini, Ohk papa sure ya mrng 6-7 madhayalo vasthundi ekadiki
517,"[3/13/18, 12:06:00 AM",Divya, Haaa
518,"[3/13/18, 12:07:05 AM",Tejaswini, Ohkk vachesey
519,"[3/13/18, 12:07:14 AM",Divya, <NASCII>
520,"[3/13/18, 12:07:17 AM",Tejaswini, Entha padindi flat
521,"[3/13/18, 12:07:44 AM",Divya, 58l ..
522,"[3/13/18, 12:08:03 AM",Divya, With registration 62l
523,"[3/13/18, 12:08:30 AM",Divya, Edaina 75 avthadhe with cupboards and furniture
524,"[3/13/18, 12:08:31 AM",Tejaswini, Wowww <NASCII>
525,"[3/13/18, 12:09:02 AM",Tejaswini, Evaru petkuntunaru antha
526,"[3/13/18, 12:09:28 AM",Divya, Half nenu Half maa aayana
527,"[3/13/18, 6:42:13 AM",Tejaswini, Ohkkk <NASCII>
528,"[3/13/18, 6:42:45 AM",Tejaswini, Entha square feet n main area na antha costly ga undi price
529,"[3/13/18, 6:43:12 AM",Divya, Avne.. 1450 sq ft
530,"[3/13/18, 6:43:23 AM",Divya, Haa..area konchm costly ne
531,"[3/13/18, 6:43:41 AM",Divya, Aina ippudu kkd lo rates baaga perigipoyayi
532,"[3/13/18, 6:43:44 AM",Tejaswini, No problem le okati unte better
533,"[3/13/18, 6:43:49 AM",Divya, Hmm
534,"[3/13/18, 6:44:02 AM",Tejaswini, Epudu shift avthunaru aythey
535,"[3/13/18, 6:44:18 AM",Divya, Inka cupboards cheyinchali
536,"[3/13/18, 6:44:23 AM",Divya, Mstly in may
537,"[3/13/18, 6:44:36 AM",Tejaswini, Opening eppudu??
538,"[3/13/18, 6:45:02 AM",Divya, Telidhe inka muhurtham pettaledhu
539,"[3/13/18, 6:45:14 AM",Divya, Naaku telsi may lone untadhe
540,"[3/14/18, 5:16:31 AM",Divya, <NASCII>Missed voice call
541,"[3/16/18, 9:35:07 AM",Tejaswini, oligalu
542,"[3/16/18, 10:05:09 AM",Divya, Evng digina pics pampe
543,"[3/16/18, 11:16:56 AM",Divya, <NASCII>image omitted
544,"[3/16/18, 11:16:57 AM",Divya, <NASCII>image omitted
545,"[3/16/18, 11:17:02 AM",Divya, Idharu pillalu
546,"[3/16/18, 11:44:58 PM",Divya, <NASCII>Missed voice call
547,"[3/17/18, 1:16:19 AM",Tejaswini, Reached????
548,"[3/17/18, 2:24:08 AM",Divya, Haa...Jst now
549,"[3/17/18, 5:49:39 AM",Tejaswini, Y so late
550,"[3/17/18, 5:50:06 AM",Divya, 1hr late train
551,"[3/17/18, 5:50:23 AM",Tejaswini, Oh anthena
552,"[3/17/18, 5:50:30 AM",Tejaswini, Ela unnadu chinnodu
553,"[3/17/18, 5:50:30 AM",Divya, Haaa
554,"[3/17/18, 5:50:40 AM",Divya, Bane unnade
555,"[3/17/18, 5:50:44 AM",Divya, Adukuntnadu
556,"[3/17/18, 5:50:47 AM",Tejaswini, Ninna nyt padukunada vadu
557,"[3/17/18, 5:50:55 AM",Divya, Haaa
558,"[3/17/18, 5:51:00 AM",Divya, 11 ke
559,"[3/17/18, 5:51:34 AM",Divya, <NASCII>image omitted
560,"[3/17/18, 5:51:35 AM",Divya, <NASCII>image omitted
561,"[3/17/18, 6:55:44 AM",Tejaswini, Bhale unnade
562,"[3/17/18, 9:18:39 AM",Divya, <NASCII>
563,"[3/17/18, 9:18:51 AM",Divya, Ninna evng pics pampinchave
564,"[3/18/18, 1:54:58 AM",Divya, <NASCII>image omitted
565,"[3/18/18, 8:04:58 AM",Tejaswini, Happy ugadi divya
566,"[3/21/18, 7:46:10 AM",Divya, Hii ye
567,"[3/26/18, 4:17:03 AM",Divya, Papa
568,"[3/26/18, 4:17:06 AM",Divya, Reached ahh
569,"[3/26/18, 4:21:28 AM",Tejaswini, Ya pabbi
570,"[3/26/18, 4:21:36 AM",Divya, Wen
571,"[3/26/18, 4:21:57 AM",Tejaswini, Meeku evala mrng
572,"[3/26/18, 4:22:23 AM",Divya, Kkk
573,"[3/26/18, 4:25:17 AM",Divya, Em dng
574,"[3/26/18, 4:25:26 AM",Divya, Y still awake
575,"[3/29/18, 12:53:47 AM",Divya, Der
576,"[4/8/18, 9:50:48 AM",Tejaswini, Hii pabbi
577,"[4/8/18, 9:51:04 AM",Tejaswini, I was busy sry papa so that apatinundi ping cheyaledhu
578,"[4/8/18, 9:56:49 AM",Divya, Parvaledhe
579,"[4/8/18, 10:00:28 AM",Tejaswini, Em dng
580,"[4/8/18, 10:00:45 AM",Divya, Em ledhe
581,"[4/8/18, 10:00:48 AM",Divya, Nuvvu
582,"[4/8/18, 10:01:02 AM",Tejaswini, Eppude lecha inka
583,"[4/8/18, 10:01:40 AM",Divya, No weekend specials ahh
584,"[4/8/18, 10:05:45 AM",Tejaswini, Evaro intiki vastharu anta velli vanta cheyali ye
585,"[4/8/18, 10:08:32 AM",Divya, Frns ahh
586,"[4/8/18, 10:16:47 AM",Tejaswini, Yaaa
587,"[4/8/18, 10:17:04 AM",Divya, Hmm... enjoy
588,"[4/11/18, 12:21:35 PM",Tejaswini, Der
589,"[4/12/18, 12:57:18 AM",Divya, Hii ye
590,"[4/12/18, 8:27:26 AM",Tejaswini, Cal me
591,"[4/12/18, 10:11:49 AM",Divya, Busy ne
592,"[4/12/18, 10:11:50 AM",Divya, Will cal u later
593,"[4/19/18, 9:00:53 AM",Divya, <NASCII>image omitted
594,"[4/19/18, 9:00:54 AM",Divya, <NASCII>image omitted
595,"[4/19/18, 9:00:55 AM",Divya, <NASCII>image omitted
596,"[4/19/18, 9:00:56 AM",Divya, <NASCII>image omitted
597,"[4/19/18, 9:14:38 AM",Tejaswini, Congratulations Divya for ur new house <NASCII>
598,"[4/19/18, 9:16:59 AM",Tejaswini, Chinodi n ur red saree is good
599,"[4/19/18, 10:21:59 AM",Tejaswini, Pabbi red saree lo super unnav go for dark colors only from next tym
600,"[4/19/18, 10:22:23 AM",Tejaswini, I donw y u luk lyk me in some pics in red saree <NASCII>
601,"[4/19/18, 10:28:53 AM",Divya, <NASCII>
602,"[4/19/18, 11:46:22 PM",Divya, Andhariki red pichi pichi va nachindhe
603,"[4/19/18, 11:46:39 PM",Divya, Adhi asala costly ne kadhu
604,"[4/22/18, 10:35:00 PM",Divya, Hii ye
605,"[4/24/18, 11:37:18 PM",Tejaswini, <NASCII>image omitted
606,"[4/25/18, 12:02:24 AM",Divya, Kadhe.. Mana batch
607,"[4/25/18, 12:02:32 AM",Divya, Ece
608,"[4/25/18, 12:02:44 AM",Divya, Varshiitha valla class anukunta
609,"[4/25/18, 12:05:15 AM",Tejaswini, Ohhh avna ok
610,"[4/25/18, 12:05:24 AM",Divya, Hmm
611,"[5/6/18, 12:29:37 PM",Divya, <NASCII>Missed voice call
612,"[5/6/18, 1:02:21 PM",Tejaswini, Pabbi I will cal u papa
613,"[5/6/18, 1:02:27 PM",Tejaswini, I got call from college
614,"[5/6/18, 1:11:16 PM",Divya, Kk
615,"[5/8/18, 1:01:24 AM",Divya, <NASCII>image omitted
616,"[5/8/18, 1:01:29 AM",Divya, Dany mrg
617,"[5/8/18, 6:25:24 AM",Tejaswini, Wow
618,"[5/8/18, 6:25:39 AM",Tejaswini, Dany pelli na evaritho
619,"[5/8/18, 8:33:50 AM",Divya, Peach colour half saree
620,"[5/8/18, 8:34:53 AM",Tejaswini, Ohh avna
621,"[5/8/18, 8:34:58 AM",Tejaswini, Lucky gal
622,"[5/8/18, 8:35:08 AM",Tejaswini, How do I know papa
623,"[5/8/18, 9:03:05 AM",Divya, U mean me
624,"[5/8/18, 9:07:27 AM",Tejaswini, Yes
625,"[5/8/18, 9:07:30 AM",Tejaswini, U
626,"[5/8/18, 10:10:54 AM",Divya, Saw in FB
627,"[5/8/18, 10:42:43 AM",Divya, Hmm...thanu kadhe bride
628,"[5/8/18, 10:43:04 AM",Divya, Thanu Dany sister anukunta
629,"[5/8/18, 10:50:42 AM",Tejaswini, Ya true naku endhuko doubt
630,"[5/8/18, 10:50:59 AM",Divya, Hmm
631,"[5/8/18, 10:52:01 AM",Divya, <NASCII>image omitted
632,"[5/8/18, 10:52:42 AM",Tejaswini, Ohh
633,"[5/8/18, 10:52:57 AM",Tejaswini, Sadika phat aaa aythey
634,"[5/8/18, 11:28:21 AM",Divya, Haaa
635,"[5/11/18, 3:25:54 AM",Divya, <NASCII>image omitted
636,"[5/11/18, 7:11:05 AM",Tejaswini, Adhem combination ye babu
637,"[5/11/18, 7:12:33 AM",Tejaswini, What happend to him
638,"[5/11/18, 7:44:22 AM",Divya, Adhe kadha
639,"[5/11/18, 7:46:14 AM",Tejaswini, Entey asal entey asale bagunde abhayilu thakkuva malli elanti amayilanu cheskunte elane babu
640,"[5/11/18, 7:46:39 AM",Tejaswini, No offense amayi medha but he deserves better gals
641,"[5/11/18, 8:49:58 AM",Divya, Hmm...kala unna bavunnu
642,"[5/11/18, 8:50:17 AM",Divya, Edo reason untadhi behind the marriage
643,"[5/11/18, 2:23:16 PM",Divya, Frankly speaking i expected the gorgeous <NASCII> bride
644,"[5/11/18, 2:23:46 PM",Divya, Sadhika ki punch padela untadhi anukunna
645,"[5/15/18, 1:39:45 PM",Divya, Hii
646,"[5/23/18, 8:29:22 AM",Divya, Hiii
647,"[5/23/18, 9:58:49 AM",Divya, <NASCII>image omitted
648,"[5/23/18, 10:02:25 AM",Tejaswini, Sanaga ayyade
649,"[5/23/18, 10:02:40 AM",Tejaswini, Happy for them
650,"[5/23/18, 10:02:57 AM",Tejaswini, Aa pillakosame putinchinattunadu
651,"[5/23/18, 10:16:57 AM",Divya, Haa... Their profile pics are lyk post wedding photographies..
652,"[5/25/18, 1:53:23 PM",Divya, Happy birthday vamsi<NASCII>
653,"[5/25/18, 1:53:31 PM",Divya, Convey my wishes
654,"[5/27/18, 9:46:20 AM",Divya, <NASCII>image omitted
655,"[6/1/18, 11:12:28 AM",Divya, Chinnodiki dinner pedthunna
656,"[6/1/18, 11:12:33 AM",Divya, Will call u later
657,"[6/1/18, 12:56:50 PM",Divya, <NASCII>Missed voice call
658,"[6/1/18, 1:45:52 PM",Tejaswini, In office
659,"[6/1/18, 1:45:54 PM",Tejaswini, Papa
660,"[6/2/18, 12:37:34 AM",Divya, K
661,"[6/3/18, 1:38:55 PM",Tejaswini, Papa der
662,"[6/3/18, 2:08:40 PM",Divya, Yaa...papa
663,"[6/3/18, 2:08:43 PM",Divya, Wat dng
664,"[6/4/18, 6:43:14 AM",Divya, <NASCII>image omitted
665,"[6/4/18, 6:43:32 AM",Divya, Naa kodukulu chudu.. Lovers aipoyaru
666,"[6/4/18, 6:43:34 AM",Divya, <NASCII>
667,"[6/6/18, 9:48:41 AM",Divya, <NASCII>Missed voice call
668,"[6/6/18, 11:05:43 AM",Tejaswini, Divya I will cal around 8.30 k na
669,"[6/6/18, 11:05:57 AM",Tejaswini, I mean inko 20 min lo
670,"[6/6/18, 11:06:16 AM",Divya, Ok
671,"[6/24/18, 1:29:43 PM",Divya, Der
672,"[6/24/18, 1:30:13 PM",Tejaswini, Ya pabbi
673,"[6/24/18, 1:30:25 PM",Divya, Busy ahh
674,"[6/24/18, 1:30:32 PM",Tejaswini, No
675,"[6/24/18, 2:27:28 PM",Tejaswini, <NASCII>image omitted
676,"[6/24/18, 2:27:42 PM",Divya, Haa..chusa
677,"[6/24/18, 2:27:53 PM",Divya, She became chubby
678,"[6/24/18, 2:28:01 PM",Tejaswini, Yaaa
679,"[6/24/18, 2:29:24 PM",Tejaswini, Chala change anipisthondi kadha
680,"[6/24/18, 2:29:30 PM",Divya, Yaaa
681,"[6/24/18, 2:31:14 PM",Divya, <NASCII>image omitted
682,"[6/24/18, 2:42:38 PM",Tejaswini, Super undhe ekada dhorikindi
683,"[6/24/18, 2:42:49 PM",Divya, Fb lo
684,"[6/24/18, 2:43:02 PM",Tejaswini, Whose fb
685,"[6/24/18, 2:43:07 PM",Divya, Mine
686,"[6/24/18, 2:43:14 PM",Tejaswini, Wow
687,"[6/24/18, 2:43:20 PM",Tejaswini, Inkemana unnaya
688,"[6/24/18, 2:43:23 PM",Divya, I had our tour pics
689,"[6/24/18, 2:43:24 PM",Divya, Ha
690,"[6/24/18, 2:43:58 PM",Divya, <NASCII>image omitted
691,"[6/24/18, 2:44:09 PM",Divya, <NASCII>image omitted
692,"[6/24/18, 2:44:23 PM",Divya, <NASCII>image omitted
693,"[6/24/18, 2:45:10 PM",Divya, <NASCII>image omitted
694,"[6/24/18, 2:46:32 PM",Tejaswini, Ravi pics leva <NASCII>
695,"[6/24/18, 2:46:38 PM",Divya, Leve
696,"[6/24/18, 9:41:13 PM",Divya, <NASCII>image omitted
697,"[6/24/18, 9:49:51 PM",Tejaswini, Seriously papam ye I think that guys is from very gud family
698,"[6/24/18, 9:50:28 PM",Divya, Yaa...his father is well educated
699,"[6/24/18, 9:51:04 PM",Tejaswini, Adhey kadha
700,"[6/29/18, 3:04:29 AM",Divya, <NASCII>image omitted
701,"[6/29/18, 3:04:33 AM",Divya, Hmm
702,"[7/1/18, 12:21:04 AM",Divya, <NASCII>image omitted
703,"[7/1/18, 2:48:08 AM",Tejaswini, Who is that luking scary
704,"[7/1/18, 2:48:31 AM",Tejaswini, Siddarth yedida?
705,"[7/1/18, 2:52:24 AM",Divya, Yessss
706,"[7/1/18, 1:59:43 PM",Tejaswini, Entey babu
707,"[7/1/18, 1:59:52 PM",Tejaswini, Vaadu vaadu makeup
708,"[7/1/18, 2:00:09 PM",Divya, Galij unnadu
709,"[7/1/18, 2:00:18 PM",Divya, See his expression
710,"[7/1/18, 2:00:25 PM",Divya, Didn't change at all
711,"[7/1/18, 2:18:50 PM",Tejaswini, Exactly
712,"[7/1/18, 2:19:04 PM",Tejaswini, Dhaniki addition ga kajal ente babu
713,"[7/1/18, 2:19:26 PM",Divya, Hmm... Brahmins kadha emanna acharam emo
714,"[7/1/18, 2:19:34 PM",Tejaswini, Vaadini chisthuntey movie lo villan guthosthunadu
715,"[7/1/18, 2:20:00 PM",Tejaswini, Aa pilla us abhayi ani kakruthi padinatundhi
716,"[7/1/18, 2:20:18 PM",Divya, Villans are looking smart these days
717,"[7/1/18, 2:20:27 PM",Divya, Comedian la unnadu
718,"[7/1/18, 2:20:38 PM",Divya, Haa.. adhe anukunta
719,"[7/1/18, 2:21:32 PM",Tejaswini, Kaadhey okadu laavuga pulla notlo pettukoni lakshmi movie lo galiz saale antu untadu chudu vaadila unnade
720,"[7/1/18, 2:22:19 PM",Divya, <NASCII>image omitted
721,"[7/1/18, 2:22:27 PM",Tejaswini, Yes
722,"[7/1/18, 2:22:49 PM",Divya, Nammav asala mrng nenu adhe anukunna
723,"[7/1/18, 2:23:00 PM",Tejaswini, Hahah <NASCII>
724,"[7/1/18, 2:23:04 PM",Divya, Andhuke nuv anna ventane catch chesanu
725,"[7/1/18, 2:23:15 PM",Tejaswini, Adhe kadha dame
726,"[7/1/18, 2:23:43 PM",Tejaswini, E danni ki aa pillaku veelaku kallu ekada poyaye
727,"[7/1/18, 2:25:17 PM",Divya, Hmm...prema guddidhe
728,"[7/1/18, 2:25:51 PM",Divya, Aina vaadu full settled kadha foreign lo
729,"[7/1/18, 2:32:42 PM",Tejaswini, Em full settler ye babu
730,"[7/1/18, 2:32:54 PM",Tejaswini, Normal h1b undi and fulltime that<NASCII>s it
731,"[7/1/18, 2:33:06 PM",Divya, Hmm
732,"[7/1/18, 2:33:09 PM",Tejaswini, Normal settled just like others
733,"[7/1/18, 2:33:27 PM",Divya, Hmm... ippudu adhe better option la undhi
734,"[7/1/18, 2:33:45 PM",Divya, India lo chala kastam ga undhi..projects leka
735,"[7/1/18, 2:33:54 PM",Tejaswini, Avna
736,"[7/1/18, 2:34:22 PM",Divya, Core job aithe parledhu kani software vallu pedha biscuit avthunnaru chala mandhi
737,"[7/4/18, 12:11:47 AM",Divya, Hii da
738,"[7/4/18, 2:06:46 AM",Tejaswini, Papa
739,"[7/4/18, 2:06:50 AM",Tejaswini, Hw r u
740,"[7/4/18, 2:09:12 AM",Divya, Fyn ya
741,"[7/4/18, 2:09:21 AM",Divya, Nuv ela unnav
742,"[7/4/18, 2:13:05 AM",Tejaswini, 5ne papa
743,"[7/5/18, 11:47:42 AM",Divya, <NASCII>Missed voice call
744,"[7/5/18, 12:00:44 PM",Divya, <NASCII>Missed voice call
745,"[7/13/18, 2:22:20 AM",Divya, Hii da
746,"[7/13/18, 2:22:25 AM",Divya, Der
747,"[7/13/18, 11:23:04 AM",Divya, <NASCII>image omitted
748,"[7/13/18, 11:23:07 AM",Divya, Kfc in kkd
749,"[7/13/18, 11:23:33 AM",Divya, <NASCII>image omitted
750,"[7/13/18, 11:47:11 AM",Tejaswini, Which restaurant is that
751,"[7/13/18, 12:43:22 PM",Divya, Kfc
752,"[7/14/18, 10:10:06 AM",Divya, Hii ye
753,"[7/14/18, 10:10:08 AM",Divya, Der??
754,"[7/14/18, 10:10:38 AM",Divya, Antique jewellery 1 gram vi.. Unde online site telusa
755,"[7/16/18, 12:19:31 PM",Divya, <NASCII>image omitted
756,"[7/16/18, 12:19:33 PM",Divya, <NASCII>image omitted
757,"[7/16/18, 12:19:34 PM",Divya, <NASCII>image omitted
758,"[7/16/18, 12:19:36 PM",Divya, Eh type kavale
759,"[7/16/18, 1:47:58 PM",Tejaswini, 1st one
760,"[7/16/18, 7:43:26 PM",Tejaswini, <NASCII>image omitted
761,"[7/16/18, 10:44:09 PM",Divya, <NASCII>image omitted
762,"[7/16/18, 10:44:18 PM",Divya, Naadhi idhi
763,"[7/16/18, 10:48:04 PM",Tejaswini, Em typ of cloth adhi
764,"[7/16/18, 10:48:13 PM",Divya, Organza ne
765,"[7/16/18, 10:48:33 PM",Divya, Folds valla ala undhi
766,"[7/16/18, 10:48:37 PM",Tejaswini, Paina manushi veskoindedhi
767,"[7/16/18, 10:49:34 PM",Divya," Adhi orgganza ne.. Organza lo types unnayi anukunta Organza silk,organza net, organza lenin ala"
768,"[7/16/18, 11:43:32 PM",Tejaswini, Ohh ok got it
769,"[7/16/18, 11:45:05 PM",Tejaswini, Adhi silk organza anta
770,"[7/16/18, 11:45:14 PM",Divya, Haaa
771,"[7/16/18, 11:45:22 PM",Divya, Naadhi lenin
772,"[7/16/18, 11:48:07 PM",Divya, <NASCII>image omitted
773,"[7/16/18, 11:51:12 PM",Tejaswini, Ohhh ok got it
774,"[7/17/18, 12:06:50 PM",Divya, <NASCII>video omitted
775,"[7/17/18, 12:06:51 PM",Divya, <NASCII>video omitted
776,"[7/19/18, 3:34:28 AM",Divya, Omg... Pradeep machiraju is the wild card entry in bb
